Species ID;Species;Latin Name;Group;Subgroup;Subsubgroup;Family;Checklist ID;Date;Year;Month;Day;Site Ref;Site;County;Country;Life Stage;Aggregate Status
F0227;Primrose;Primula vulgaris;Plant;Flower;Flower;Primulaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0305;Wood Avens;Geum urbanum;Plant;Flower;Flower;Rosaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0358;Common Vetch;Vicia sativa;Plant;Flower;Flower;Fabaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0488;Rock Crane's-bill;Geranium macrorrhizum;Plant;Flower;Flower;Geraniaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0504;Cow Parsley;Anthriscus sylvestris;Plant;Flower;Flower;Apiaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0735;Thyme-leaved Speedwell;Veronica serpyllifolia;Plant;Flower;Flower;Plantaginaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0895;Common Cudweed;Filago vulgaris;Plant;Flower;Flower;Asteraceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F1174;Greater Chickweed;Stellaria neglecta;Plant;Flower;Flower;Caryophyllaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F1210;Ragged-robin;Lychnis flos-cuculi;Plant;Flower;Flower;Caryophyllaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
F1222;Red Campion;Silene dioica;Plant;Flower;Flower;Caryophyllaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
G095;Sweet vernal-grass;Anthoxanthum odoratum;Plant;Grass et al;Grass;Poaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
G125;Meadow foxtail;Alopecurus pratensis;Plant;Grass et al;Grass;Poaceae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
BEE258; Early Bumblebee;Bombus pratorum;Insect;Hymenoptera;Bee;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
BEE262; Common Carder Bee;Bombus pascuorum;Insect;Hymenoptera;Bee;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
BEE272; Western Honey Bee;Apis mellifera;Insect;Hymenoptera;Bee;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
O006;Dark Bush-cricket;Pholidoptera griseoaptera;Insect;Orthoptera;Cricket;Tettigoniidae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
WL21X;Philoscia muscorum/Philoscia affinis agg.;Philoscia muscorum/Philoscia affinis agg.;Crustacean;Isopod;Woodlouse;Philosciidae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Aggregate
SP033;Alopecosa pulverulenta;Alopecosa pulverulenta;Arachnid;Spider;Spider;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
SP482;Pisaura mirabilis;Pisaura mirabilis;Arachnid;Spider;Spider;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
SPR030;Orchesella cincta;Orchesella cincta;Springtail;Springtail;Springtail;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
SN004;Brown-lipped Snail;Cepaea nemoralis;Mollusc;Gastropod;Snail;None;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
BT0034;14-Spot Ladybird;Propylea quattuordecimpunctata;Insect;Beetle;Beetle;Coccinellidae;C133;05.05.2024;2024;5;5;S0021;Jackie's Garden;Essex;UK;Adult;Species
M0685;White-shouldered House-moth;Endrosis sarcitrella;Insect;Lepidoptera;Moth;Oecophoridae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M0693;Australian Orange-tip;Tachystola acroxantha;Insect;Lepidoptera;Moth;Oecophoridae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1064;Light Brown Apple Moth;Epiphyas postvittana;Insect;Lepidoptera;Moth;Tortricidae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1874;Oak-tree Pug;Eupithecia dodoneata;Insect;Lepidoptera;Moth;Geometridae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1885;Double-striped Pug;Gymnoscelis rufifasciata;Insect;Lepidoptera;Moth;Geometridae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1966;Willow Beauty;Peribatodes rhomboidaria;Insect;Lepidoptera;Moth;Geometridae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2133;Shuttle-shaped Dart;Agrotis puta;Insect;Lepidoptera;Moth;Noctuidae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
WL34;Common rough woodlouse;Porcellio scaber;Crustacean;Isopod;Woodlouse;Porcellionidae;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP685;Zygiella x-notata;Zygiella x-notata;Arachnid;Spider;Spider;None;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SN006;Garden Snail;Cornu aspersum;Mollusc;Gastropod;Snail;None;C134;05.05.2024;2024;5;5;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0014;Meadow Buttercup;Ranunculus acris;Plant;Flower;Flower;Ranunculaceae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
F1063;Yellow Iris;Iris pseudacorus;Plant;Flower;Flower;Iridaceae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
BUG025;Pied Shieldbug;Tritomegas bicolor;Insect;Bug;Bug;None;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
WL21X;Philoscia muscorum/Philoscia affinis agg.;Philoscia muscorum/Philoscia affinis agg.;Crustacean;Isopod;Woodlouse;Philosciidae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Aggregate
SN015;Cernuella virgata ;Cernuella virgata ;Mollusc;Gastropod;Snail;None;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
BT0830;Phyllobius pomaceus;Phyllobius pomaceus;Insect;Beetle;Beetle;Curculionidae;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
T028;Hawthorn;Crataegus monogyna;Plant;Tree/Shrub;Tree/Shrub;None;C135;06.05.2024;2024;5;6;S0035;Chelmsford - Meadgate area;Essex;UK;Adult;Species
B16;Orange Tip;Anthocharis cardamines;Insect;Lepidoptera;Butterfly;Pieridae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
F0480;Cut-leaved Crane's-bill;Geranium dissectum;Plant;Flower;Flower;Geraniaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
F0812;Cleavers;Galium aparine;Plant;Flower;Flower;Rubiaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
F1174;Greater Chickweed;Stellaria neglecta;Plant;Flower;Flower;Caryophyllaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
F1222;Red Campion;Silene dioica;Plant;Flower;Flower;Caryophyllaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
CT01;Bulrush ;Typha latifolia;Plant;Grass et al;Cattail;Typhaceae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
SP482;Pisaura mirabilis;Pisaura mirabilis;Arachnid;Spider;Spider;None;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
CF262;Nephrotoma appendiculata;Nephrotoma appendiculata;Insect;Diptera;Cranefly;None;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
BT0046;7 Spot Ladybird ;Coccinella septempunctata ;Insect;Beetle;Beetle;Coccinellidae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
BT0830;Phyllobius pomaceus;Phyllobius pomaceus;Insect;Beetle;Beetle;Curculionidae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
BT1029;Cantharis rustica;Cantharis rustica;Insect;Beetle;Beetle;Cantharidae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
BT4042;Thick-legged Flower Beetle;Oedemera nobilis;Insect;Beetle;Beetle;Oedemeridae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
DIP0311;Scathophaga stercoraria;Scathophaga stercoraria;Insect;Diptera;Diptera (other);Scathophagidae;C136;08.05.2024;2024;5;8;S0013;Blue House Farm;Essex;UK;Adult;Species
M0428;Cypress Tip Moth;Argyresthia cupressella;Insect;Lepidoptera;Moth;Argyresthiidae;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1966;Willow Beauty;Peribatodes rhomboidaria;Insect;Lepidoptera;Moth;Geometridae;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2133;Shuttle-shaped Dart;Agrotis puta;Insect;Lepidoptera;Moth;Noctuidae;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CAD095;Limnephilus affinis;Limnephilus affinis;Insect;Caddisfly;Caddisfly;Limnephilidae;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE116;Green Furrow Bee;Lasioglossum morio;Insect;Hymenoptera;Bee;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE169;Red Mason Bee;Osmia bicornis;Insect;Hymenoptera;Bee;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE258; Early Bumblebee;Bombus pratorum;Insect;Hymenoptera;Bee;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE272; Western Honey Bee;Apis mellifera;Insect;Hymenoptera;Bee;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
WL34;Common rough woodlouse;Porcellio scaber;Crustacean;Isopod;Woodlouse;Porcellionidae;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP352;Micaria pulicaria;Micaria pulicaria;Arachnid;Spider;Spider;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP442;Pardosa pullata;Pardosa pullata;Arachnid;Spider;Spider;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP550;Steatoda bipunctata;Steatoda bipunctata;Arachnid;Spider;Spider;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP685;Zygiella x-notata;Zygiella x-notata;Arachnid;Spider;Spider;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CF262;Nephrotoma appendiculata;Nephrotoma appendiculata;Insect;Diptera;Cranefly;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SN006;Garden Snail;Cornu aspersum;Mollusc;Gastropod;Snail;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SF108;Allantus cinctus;Allantus cinctus;Insect;Hymenoptera;Sawfly;None;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BT0120;Harpalus affinis;Harpalus affinis;Insect;Beetle;Beetle;Carabidae;C137;09.05.2024;2024;5;9;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B16;Orange Tip;Anthocharis cardamines;Insect;Lepidoptera;Butterfly;Pieridae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
D09;Azure Damselfly;Coenagrion puella;Insect;Odonata;Damselfly;Coenagrionidae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0145;Shepherd's-purse;Capsella bursa-pastoris;Plant;Flower;Flower;Brassicaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0751;Common Field-speedwell;Veronica persica;Plant;Flower;Flower;Plantaginaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0812;Cleavers;Galium aparine;Plant;Flower;Flower;Rubiaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
F1172;Common Chickweed;Stellaria media;Plant;Flower;Flower;Caryophyllaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
G151;Barren Brome;Anisantha sterilis;Plant;Grass et al;Grass;Poaceae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
SFA038;Dark-edged Beefly;Bombylius major;Insect;Diptera;Soldierfly et al;None;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
DIP0311;Scathophaga stercoraria;Scathophaga stercoraria;Insect;Diptera;Diptera (other);Scathophagidae;C138;09.05.2024;2024;5;9;S0018;Compass Gardens;Essex;UK;Adult;Species
WL21X;Philoscia muscorum/Philoscia affinis agg.;Philoscia muscorum/Philoscia affinis agg.;Crustacean;Isopod;Woodlouse;Philosciidae;C139;09.05.2024;2024;5;9;S0001;Woodham Fen;Essex;UK;Adult;Aggregate
HM31;Rilaena triangularis;Rilaena triangularis;Arachnid;Harvestman;Harvestman;None;C139;09.05.2024;2024;5;9;S0001;Woodham Fen;Essex;UK;Adult;Species
BT0217;Polistichus connexus;Polistichus connexus;Insect;Beetle;Beetle;Carabidae;C139;09.05.2024;2024;5;9;S0001;Woodham Fen;Essex;UK;Adult;Species
BT0239;Common Heart-shield;Nebria brevicollis;Insect;Beetle;Beetle;Carabidae;C139;09.05.2024;2024;5;9;S0001;Woodham Fen;Essex;UK;Adult;Species
CF262;Nephrotoma appendiculata;Nephrotoma appendiculata;Insect;Diptera;Cranefly;None;C140;10.05.2024;2024;5;10;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CF266;Nephrotoma flavescens;Nephrotoma flavescens;Insect;Diptera;Cranefly;None;C140;10.05.2024;2024;5;10;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B16;Orange Tip;Anthocharis cardamines;Insect;Lepidoptera;Butterfly;Pieridae;C141;10.05.2024;2024;5;10;S0013;Blue House Farm;Essex;UK;Adult;Species
B22;Small Copper;Lycaena phlaeas;Insect;Lepidoptera;Butterfly;Lycaenidae;C141;10.05.2024;2024;5;10;S0013;Blue House Farm;Essex;UK;Adult;Species
D26;Hairy Dragonfly;Brachytron pratense;Insect;Odonata;Dragonfly;Aeshnidae;C141;10.05.2024;2024;5;10;S0013;Blue House Farm;Essex;UK;Adult;Species
D31;Broad-bodied Chaser;Libellula depressa;Insect;Odonata;Dragonfly;Libellulidae;C141;10.05.2024;2024;5;10;S0013;Blue House Farm;Essex;UK;Adult;Species
CF339;Tipula vernalis;Tipula vernalis;Insect;Diptera;Cranefly;None;C141;10.05.2024;2024;5;10;S0013;Blue House Farm;Essex;UK;Adult;Species
B16;Orange Tip;Anthocharis cardamines;Insect;Lepidoptera;Butterfly;Pieridae;C142;10.05.2024;2024;5;10;S0001;Woodham Fen;Essex;UK;Adult;Species
M0436;Blackthorn Tip Moth;Argyresthia spinosella;Insect;Lepidoptera;Moth;Argyresthiidae;C142;10.05.2024;2024;5;10;S0001;Woodham Fen;Essex;UK;Adult;Species
F0102;Winter-cress;Barbarea vulgaris;Plant;Flower;Flower;Brassicaceae;C142;10.05.2024;2024;5;10;S0001;Woodham Fen;Essex;UK;Adult;Species
BT0046;7 Spot Ladybird ;Coccinella septempunctata ;Insect;Beetle;Beetle;Coccinellidae;C142;10.05.2024;2024;5;10;S0001;Woodham Fen;Essex;UK;Adult;Species
BT1029;Cantharis rustica;Cantharis rustica;Insect;Beetle;Beetle;Cantharidae;C142;10.05.2024;2024;5;10;S0001;Woodham Fen;Essex;UK;Adult;Species
BUG201;Raglius alboacuminatus;Raglius alboacuminatus;Insect;Bug;Bug;None;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
WL21X;Philoscia muscorum/Philoscia affinis agg.;Philoscia muscorum/Philoscia affinis agg.;Crustacean;Isopod;Woodlouse;Philosciidae;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Aggregate
WL26;Common Pill Woodlouse;Armadillidium vulgare;Crustacean;Isopod;Woodlouse;Armadillidiidae;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
WL34;Common rough woodlouse;Porcellio scaber;Crustacean;Isopod;Woodlouse;Porcellionidae;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP192;Dysdera crocata;Dysdera crocata;Arachnid;Spider;Spider;None;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CF262;Nephrotoma appendiculata;Nephrotoma appendiculata;Insect;Diptera;Cranefly;None;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BT0034;14-Spot Ladybird;Propylea quattuordecimpunctata;Insect;Beetle;Beetle;Coccinellidae;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BT0187;Badister bullatus;Badister bullatus;Insect;Beetle;Beetle;Carabidae;C143;11.05.2024;2024;5;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B15;Green-veined White;Pieris napi;Insect;Lepidoptera;Butterfly;Pieridae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
B16;Orange Tip;Anthocharis cardamines;Insect;Lepidoptera;Butterfly;Pieridae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
M1155;Marbled Orchard Tortrix;Hedya nubiferana;Insect;Lepidoptera;Moth;Tortricidae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0014;Meadow Buttercup;Ranunculus acris;Plant;Flower;Flower;Ranunculaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0016;Bulbous buttercup;Ranunculus bulbosus;Plant;Flower;Flower;Ranunculaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0089;Hedge mustard;Sisymbrium officinale;Plant;Flower;Flower;Brassicaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0102;Winter-cress;Barbarea vulgaris;Plant;Flower;Flower;Brassicaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0145;Shepherd's-purse;Capsella bursa-pastoris;Plant;Flower;Flower;Brassicaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0166;Hoary Cress;Cardaria draba;Plant;Flower;Flower;Brassicaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0475;Round-leaved Crane's-bill;Geranium rotundifolium;Plant;Flower;Flower;Geraniaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0504;Cow Parsley;Anthriscus sylvestris;Plant;Flower;Flower;Apiaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0703;Ribwort Plantain;Plantago lanceolata;Plant;Flower;Flower;Plantaginaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0747;Wall Speedwell;Veronica arvensis;Plant;Flower;Flower;Plantaginaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0751;Common Field-speedwell;Veronica persica;Plant;Flower;Flower;Plantaginaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0812;Cleavers;Galium aparine;Plant;Flower;Flower;Rubiaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0879;Smooth Sow-thistle;Sonchus oleraceus;Plant;Flower;Flower;Asteraceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0880;Prickly Sow-thistle;Sonchus asper;Plant;Flower;Flower;Asteraceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F1172;Common Chickweed;Stellaria media;Plant;Flower;Flower;Caryophyllaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
G125;Meadow foxtail;Alopecurus pratensis;Plant;Grass et al;Grass;Poaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
G140;Soft-brome;Bromus hordeaceus;Plant;Grass et al;Grass;Poaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
G151;Barren Brome;Anisantha sterilis;Plant;Grass et al;Grass;Poaceae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
SP482;Pisaura mirabilis;Pisaura mirabilis;Arachnid;Spider;Spider;None;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
CF339;Tipula vernalis;Tipula vernalis;Insect;Diptera;Cranefly;None;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV050;Marmalade Hoverfly;Episyrphus balteatus;Insect;Diptera;Hoverfly;Syrphidae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV190;Eristalis pertinax;Eristalis pertinax;Insect;Diptera;Hoverfly;Syrphidae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV198;Batman Hoverfly;Myathropa florae;Insect;Diptera;Hoverfly;Syrphidae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
BT1029;Cantharis rustica;Cantharis rustica;Insect;Beetle;Beetle;Cantharidae;C144;12.05.2024;2024;5;12;S0001;Woodham Fen;Essex;UK;Adult;Species
B30;Holly Blue;Celastrina argiolus;Insect;Lepidoptera;Butterfly;Lycaenidae;C145;13.05.2024;2024;5;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP368;Goldenrod Crab Spider;Misumena vatia;Arachnid;Spider;Spider;None;C145;13.05.2024;2024;5;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B15;Green-veined White;Pieris napi;Insect;Lepidoptera;Butterfly;Pieridae;C146;13.05.2024;2024;5;13;S0001;Woodham Fen;Essex;UK;Adult;Species
B30;Holly Blue;Celastrina argiolus;Insect;Lepidoptera;Butterfly;Lycaenidae;C146;13.05.2024;2024;5;13;S0001;Woodham Fen;Essex;UK;Adult;Species
F0089;Hedge mustard;Sisymbrium officinale;Plant;Flower;Flower;Brassicaceae;C146;13.05.2024;2024;5;13;S0001;Woodham Fen;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C146;13.05.2024;2024;5;13;S0001;Woodham Fen;Essex;UK;Adult;Species
F0137;English Scurvygrass;Cochlearia anglica;Plant;Flower;Flower;Brassicaceae;C146;13.05.2024;2024;5;13;S0001;Woodham Fen;Essex;UK;Adult;Species
F0166;Hoary Cress;Cardaria draba;Plant;Flower;Flower;Brassicaceae;C146;13.05.2024;2024;5;13;S0001;Woodham Fen;Essex;UK;Adult;Species
